transcript_id	length.x	Raw count (GSNO_1)	Raw count (GSNO_2)	Raw count (GSNO_3)	Raw count (wt_1)	Raw count (wt_2)	Raw count (wt_3)	FPKM (GSNO_1)	FPKM (GSNO_2)	FPKM (GSNO_3)	FPKM (wt_1)	FPKM (wt_2)	FPKM (wt_3)	logFC (GSNO_1-wt_1)	logFC (GSNO_2-wt_2)	logFC (GSNO_3-wt_3)	logFC (GSNO_1,GSNO_2,GSNO_3-wt_1,wt_2,wt_3)	pvalue (GSNO_1-wt_1)	pvalue (GSNO_2-wt_2)	pvalue (GSNO_3-wt_3)	UniprotKB_gene.x	pident.x	length.y	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	UniprotKB_gene.y	pident.y	length	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y	Pfam	SignalP	TmHMM	COGs (eggnog)	GOs	KEGGs	EC number
TRINITY_DN149_c0_g1_i1	162	0	0	0	4	0	1	0	0	0	32237.79	0	14393.87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ACH1_CANGA	100	53	0	0	161	3	341	393	1.52e-30	113	.	.	.	COG0427: Acetyl-CoA hydrolase	GO:0005829, cellular_component, cytosol | GO:0005739, cellular_component, mitochondrion | GO:0008775, molecular_function, acetate CoA-transferase activity | GO:0003986, molecular_function, acetyl-CoA hydrolase activity | GO:0006083, biological_process, acetate metabolic process | GO:0006084, biological_process, acetyl-CoA metabolic process | 	KO:K01067.	3.1.2.1,2.8.3,2.8.3.8,3.1.2,2,2.8,3,3.1,3.1.2
TRINITY_DN150_c0_g1_i1	174	2	2	1	0	0	0	11882.91	11112.78	6323.07	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RL13A_YEAST	81.132	53	10	0	2	160	130	182	3.32e-24	92	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003723, molecular_function, RNA binding | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0006412, biological_process, translation | 	KO:K02873.	-
TRINITY_DN151_c0_g1_i1	257	0	0	0	7	6	2	0	0	0	16282.86	14159.36	6542.28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CACP_YEAST	62.338	77	25	2	29	256	263	336	1.08e-24	99	-	-	-	-	-	-	-
TRINITY_DN152_c0_g1_i1	156	1	0	1	1	0	1	9292.73	0	9530.07	9370.67	0	17258.04	-0.0859285842709507	-	-0.207323268348693	0.0515304907476507	1	-	1	-	-	-	-	-	-	-	-	-	-	-	ALO_CANGA	98.039	51	1	0	3	155	71	121	2.25e-28	107	-	-	-	-	-	-	-
TRINITY_DN154_c0_g1_i1	198	2	1	0	0	1	1	7769.95	3684.68	0	0	4222.1	6656.11	-	-0.19611189703608	-	0.0515304907476507	-	1	-	-	-	-	-	-	-	-	-	-	-	-	GIS2_YEAST	86.154	65	9	0	196	2	15	79	1.28e-37	125	-	-	-	-	-	-	-
TRINITY_DN154_c0_g1_i1	198	2	1	0	0	1	1	7769.95	3684.68	0	0	4222.1	6656.11	-	-0.19611189703608	-	0.0515304907476507	-	1	-	-	-	-	-	-	-	-	-	-	-	-	GIS2_YEAST	38.333	60	36	1	178	2	90	149	3.8e-09	52.4	-	-	-	-	-	-	-
TRINITY_DN157_c0_g1_i1	328	29	23	25	9	5	4	37436.79	28868.72	37363.18	13527.02	7670.3	7910	1.57856572944203	1.95653854454388	2.37758968173385	2.14989011462263	0.0706332006394925	0.0694192994524174	0.0155140960586224	-	-	-	-	-	-	-	-	-	-	-	RL33B_YEAST	92.308	91	7	0	274	2	1	91	4.16e-58	177	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | 	KO:K02917.	-
TRINITY_DN158_c0_g1_i1	187	0	0	0	2	2	2	0	0	0	9942.53	9863.98	16143.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CACM_YEAST	56.452	62	16	1	1	186	216	266	1.39e-15	72	-	-	-	-	-	-	-
TRINITY_DN158_c0_g2_i1	302	0	0	0	4	4	1	0	0	0	6908.83	7040.6	2316.52	-	-	-	-	-	-	-	CACM_YEAST	67.647	102	25	3	1	100	263	358	8.29e-41	145	CACM_YEAST	67.647	102	25	3	300	1	263	358	9.22e-41	145	.	.	.	.	.	.	-
TRINITY_DN161_c0_g1_i1	202	1	1	1	1	1	1	3666.04	3482.95	4040.63	4009.77	4010.78	6246.37	-0.0859285842709507	-0.19611189703608	-0.207323268348693	0.0515304907476507	1	1	1	-	-	-	-	-	-	-	-	-	-	-	CH10_YEAST	87.879	66	8	0	201	4	20	85	1.05e-36	121	-	-	-	-	-	-	-
TRINITY_DN163_c0_g1_i1	218	0	0	0	5	8	3	0	0	0	16583.31	26693.81	14938.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	RCF1_CANGA	100	68	0	0	206	3	1	68	1.77e-47	150	.	.	.	ENOG4112033: Cytochrome c oxidase subunit which plays a role in assembly of respiratory supercomplexes (By similarity)	GO:0031305, cellular_component, integral component of mitochondrial inner membrane | GO:0097249, cellular_component, mitochondrial respiratory chain supercomplex | GO:0033617, biological_process, mitochondrial respiratory chain complex IV assembly | GO:0097250, biological_process, mitochondrial respiratory chain supercomplex assembly | 	.	-
TRINITY_DN164_c0_g1_i1	940	0	0	0	49	56	59	0	0	0	18139.52	21307.18	25967.66	-	-	-	-	-	-	-	ATO2_YEAST	71.678	286	69	2	1	278	1	282	1.54e-149	422	ADY2_YEAST	74.296	284	66	3	69	902	1	283	7.25e-127	366	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0005886, cellular_component, plasma membrane | GO:0005774, cellular_component, vacuolar membrane | GO:0015123, molecular_function, acetate transmembrane transporter activity | GO:0008519, molecular_function, ammonium transmembrane transporter activity | GO:0006846, biological_process, acetate transport | GO:0015696, biological_process, ammonium transport | GO:0051321, biological_process, meiotic cell cycle | GO:0019740, biological_process, nitrogen utilization | GO:0006847, biological_process, plasma membrane acetate transport | GO:0055085, biological_process, transmembrane transport | 	KO:K07034.	-
TRINITY_DN166_c0_g1_i1	211	1	0	0	2	3	1	3250.51	0	0	7177.31	10807.66	5471.54	-1.00599988320882	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	FMP41_YEAST	58.571	70	29	0	2	211	27	96	2.48e-23	91.7	.	.	.	.	GO:0005739, cellular_component, mitochondrion | GO:0016787, molecular_function, hydrolase activity | GO:0046872, molecular_function, metal ion binding | GO:0008152, biological_process, metabolic process | 	.	3
TRINITY_DN167_c0_g1_i1	298	29	21	28	89	96	84	44336.81	31124.44	49284.49	157328.6	172892.91	199824.92	-1.7099622088679	-2.4057390012625	-1.81316785161718	-1.72870434783652	0.0217434019348951	0.00162720066115547	0.0163240366276657	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN170_c0_g1_i1	155	0	0	0	1	1	2	0	0	0	9626.68	9266.55	35650.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN171_c0_g1_i1	195	1	0	1	7	0	4	4066.08	0	4450.56	30868.28	0	27987.49	-2.75342401759335	-	-2.0912471310285	-1.82060000739328	0.124959742351047	-	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN171_c1_g1_i1	190	0	0	0	3	0	2	0	0	0	14236.56	0	15273.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN175_c0_g1_i1	214	2	1	2	0	0	0	6263.02	2986.88	6969.3	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SAHH_YEAST	92.857	70	5	0	3	212	146	215	9.29e-42	143	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0004013, molecular_function, adenosylhomocysteinase activity | GO:0051287, molecular_function, NAD binding | GO:0006555, biological_process, methionine metabolic process | GO:0006730, biological_process, one-carbon metabolic process | GO:0006656, biological_process, phosphatidylcholine biosynthetic process | GO:0019510, biological_process, S-adenosylhomocysteine catabolic process | GO:0033353, biological_process, S-adenosylmethionine cycle | GO:0006641, biological_process, triglyceride metabolic process | 	KO:K01251.	3.3.1.1,3,3.3,3.3.1
TRINITY_DN18_c0_g1_i1	192	1	0	1	1	0	0	4263.54	0	4650.95	4605.56	0	0	-0.0859285842709507	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	MPC2_YEAST	71.93	57	16	0	3	173	68	124	4.04e-23	87.4	-	-	-	-	-	-	-
TRINITY_DN180_c0_g1_i1	206	2	1	1	15	12	14	6938.95	3300.87	3837.46	57169.65	45827.41	82311.79	-2.92482700659391	-3.6372469006878	-3.86953170933763	-3.59576334059842	0.0222080971802885	0.0141458840472237	0.00744742835955295	-	-	-	-	-	-	-	-	-	-	-	ATP7_KLULA	80.645	62	10	1	188	3	1	60	3.46e-29	104	.	.	.	ENOG4111IHJ: energy coupled proton transport, down electrochemical gradient	GO:0000274, cellular_component, mitochondrial proton-transporting ATP synthase, stator stalk | GO:0046933, molecular_function, proton-transporting ATP synthase activity, rotational mechanism | GO:0015986, biological_process, ATP synthesis coupled proton transport | 	KO:K02138.	3.6.1,3,3.6,3.6.1,3.6.3,3.6.1.3,3.6.1.15
TRINITY_DN180_c0_g2_i1	397	0	0	3	11	3	6	0	0	3327.87	12293.46	3430.74	8523.04	-	-	-1.19700777727729	-2.60872629966059	-	-	0.585507246376812	ATP7_KLULA	66.102	118	40	0	1	118	57	174	4.82e-55	172	ATP7_KLULA	66.102	118	40	0	1	354	57	174	8.98e-55	172	.	.	.	ENOG4111IHJ: energy coupled proton transport, down electrochemical gradient	GO:0000274, cellular_component, mitochondrial proton-transporting ATP synthase, stator stalk | GO:0046933, molecular_function, proton-transporting ATP synthase activity, rotational mechanism | GO:0015986, biological_process, ATP synthesis coupled proton transport | 	KO:K02138.	3.6.1,3,3.6,3.6.1,3.6.3,3.6.1.3,3.6.1.15
TRINITY_DN181_c0_g1_i1	217	0	0	0	2	1	1	0	0	0	6705.96	3372.32	5044.77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEU1_YEAST	70.423	71	21	0	215	3	449	519	1.65e-29	112	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005739, cellular_component, mitochondrion | GO:0003852, molecular_function, 2-isopropylmalate synthase activity | GO:0009098, biological_process, leucine biosynthetic process | 	KO:K01649.	2.3.3.13,2,2.3,2.3.3
TRINITY_DN182_c0_g1_i1	176	1	0	3	0	0	0	5699.56	0	18256.95	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN183_c0_g1_i1	173	0	0	0	1	2	0	0	0	0	6359.54	12480.97	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OM14_YEAST	49.123	57	29	0	172	2	77	133	5.46e-06	43.5	.	.	.	.	.	.	-
TRINITY_DN183_c0_g2_i1	216	0	1	0	7	4	6	0	2917.29	0	23730.74	13634.66	30670.61	-	-2.07952400727065	-	-	-	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN185_c0_g1_i1	525	22	27	19	3	3	7	14033.68	16893.31	14254.04	2271.73	2329.6	6520.5	2.72929097984747	2.90203885570352	1.19412422594389	2.54392355437047	0.0114318296119844	0.00472911248264208	0.241983056496189	RS13_YEAST	97.351	151	4	0	10	160	1	151	1.02e-106	303	RS13_YEAST	97.351	151	4	0	496	44	1	151	1.91e-106	303	.	.	.	.	.	.	-
TRINITY_DN186_c0_g1_i1	153	0	0	0	1	1	2	0	0	0	10177.39	9768.2	38109.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN187_c0_g1_i1	173	0	0	0	0	1	1	0	0	0	0	6240.48	10834.59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ATH1_YEAST	57.143	56	22	2	169	2	80	133	2.78e-10	56.6	.	.	.	.	GO:0030287, cellular_component, cell wall-bounded periplasmic space | GO:0009277, cellular_component, fungal-type cell wall | GO:0000324, cellular_component, fungal-type vacuole | GO:0004555, molecular_function, alpha,alpha-trehalase activity | GO:0030246, molecular_function, carbohydrate binding | GO:0071465, biological_process, cellular response to desiccation | GO:0071361, biological_process, cellular response to ethanol | GO:0071497, biological_process, cellular response to freezing | GO:0005993, biological_process, trehalose catabolic process | 	KO:K01194.	3.2.1,3.2.1.28,3.2.1,3,3.2
TRINITY_DN188_c0_g1_i1	362	9	12	7	11	18	7	9874.6	12833.96	8933.68	14132.01	23636.63	11604.89	-0.381369413639036	-0.79867557231203	-0.229094239746097	-0.352813253421659	0.876185567281955	0.421155800327721	0.840165938536108	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN189_c0_g1_i1	375	16	11	6	2	2	1	16601.7	11134.55	7252.13	2434.24	2489.21	1561.05	2.83031853599462	2.17542327027014	2.22696526375848	2.44421196832961	0.0167825540461803	0.0999758185423419	0.18695652173913	RSSA_CANGA	100	124	0	0	1	124	89	212	4.23e-89	261	RSSA_CANGA	100	124	0	0	2	373	89	212	4.71e-89	261	.	.	.	COG0052: 30S ribosomal protein S2	GO:0015935, cellular_component, small ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0006412, biological_process, translation | 	KO:K02998.	-
TRINITY_DN189_c0_g2_i1	315	13	14	12	1	0	2	17996.27	18821.28	19189.25	1607.38	0	4268.07	3.45349367954725	-	2.287332175255	3.5987987341482	0.0141458840472237	-	0.0729734211235395	RSSA_CANGA	100	91	0	0	14	104	1	91	2.45e-60	187	RSSA_CANGA	100	91	0	0	41	313	1	91	2.72e-60	187	-	-	-	-	-	-	-
TRINITY_DN19_c0_g1_i1	254	1	3	1	5	4	4	2092.68	6047.48	2379.37	11905.19	9657.82	13448.23	-2.27775499582823	-0.613375327791926	-2.0912471310285	-0.901544202881506	0.282608695652174	1	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	YJ55_YEAST	62.195	82	31	0	6	251	1	82	3.08e-20	80.5	-	-	-	-	-	-	-
TRINITY_DN190_c0_g1_i1	170	0	0	0	0	4	0	0	0	0	0	26436.84	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAD16_YEAST	80.357	56	11	0	1	168	15	70	8.83e-28	103	.	.	.	.	GO:0018456, molecular_function, aryl-alcohol dehydrogenase (NAD+) activity | GO:0006081, biological_process, cellular aldehyde metabolic process | 	.	1,1.1,1.1.1,1.1.1.90
TRINITY_DN191_c0_g1_i1	461	8	15	9	3	0	4	6106.9	11212.02	8056.07	2708.43	0	4500.93	1.28452341414731	-	0.917376634544502	2.44421196832961	0.33368077865829	-	0.497905885766794	RLA1_YEAST	73.832	107	27	1	1	107	1	106	2.01e-34	117	RLA1_YEAST	72.897	107	28	1	110	430	1	106	8.05e-22	87	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0030295, molecular_function, protein kinase activator activity | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0045860, biological_process, positive regulation of protein kinase activity | GO:0006414, biological_process, translational elongation | 	KO:K02942.	-
TRINITY_DN191_c1_g1_i1	351	8	10	8	2	1	2	9225.53	11232.66	10716.3	2696.16	1377.33	3498.97	1.84182771996156	2.96299269019844	1.71037697413713	2.15823170629601	0.191275790676091	0.0577711144427786	0.266666666666667	-	-	-	-	-	-	-	-	-	-	-	RLA4_YEAST	79.104	67	13	1	64	261	1	67	3.81e-22	86.7	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0030295, molecular_function, protein kinase activator activity | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0045860, biological_process, positive regulation of protein kinase activity | GO:0006414, biological_process, translational elongation | 	KO:K02943.	-
TRINITY_DN192_c0_g1_i1	220	2	3	2	0	0	0	5833.83	8361.27	6517.86	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SSB1_KLUDE	100	72	0	0	3	218	132	203	8.13e-42	145	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005524, molecular_function, ATP binding | GO:0016787, molecular_function, hydrolase activity | GO:0006412, biological_process, translation | 	.	3
TRINITY_DN192_c0_g2_i1	231	1	1	2	0	0	0	2589.04	2481.11	5824.08	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SSB1_CANGA	100	63	0	0	231	43	197	259	2.11e-37	134	-	-	-	-	-	-	-
TRINITY_DN193_c0_g1_i1	235	0	0	0	5	7	3	0	0	0	13995.37	19793.64	12202.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GLPK_YEAST	72.917	48	13	0	145	2	46	93	1.26e-15	72.8	-	-	-	-	-	-	-
TRINITY_DN193_c0_g2_i1	189	0	0	0	5	3	1	0	0	0	24092.67	14359.29	7777.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GLPK_YEAST	63.636	44	9	3	69	188	114	154	8.73e-09	52.8	.	.	.	.	GO:0005739, cellular_component, mitochondrion | GO:0005524, molecular_function, ATP binding | GO:0004370, molecular_function, glycerol kinase activity | GO:0019563, biological_process, glycerol catabolic process | GO:0006071, biological_process, glycerol metabolic process | GO:0046167, biological_process, glycerol-3-phosphate biosynthetic process | GO:0006641, biological_process, triglyceride metabolic process | 	KO:K00864.	2.7.1.30,2,2.7,2.7.1
TRINITY_DN194_c0_g1_i1	211	0	1	0	2	0	0	0	3097.58	0	7177.31	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN194_c0_g2_i1	157	1	0	0	0	2	1	9026.82	0	0	0	17616.95	16720.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	YNT5_YEAST	65.625	32	10	1	14	106	108	139	9.74e-07	46.2	-	-	-	-	-	-	-
TRINITY_DN196_c0_g1_i1	465	19	17	11	1	0	5	14327.76	12554.22	9728.88	892.09	0	5553.97	3.99649168626385	-	0.889152030029429	2.9798067841587	0.00304284898278224	-	0.438083377666006	RL14A_YEAST	84.559	136	21	0	17	152	3	138	1.95e-80	236	RL14A_YEAST	84.559	136	21	0	49	456	3	138	2.35e-80	236	.	.	.	.	GO:0022625, cellular_component, cytosolic large ribosomal subunit | GO:0003723, molecular_function, RNA binding | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0016236, biological_process, macroautophagy | 	KO:K02875.	-
TRINITY_DN197_c0_g1_i1	220	0	0	0	3	3	0	0	0	0	9738.81	9803.12	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HSP30_YEAST	68.421	38	12	0	106	219	12	49	8.51e-13	64.3	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0005886, cellular_component, plasma membrane | GO:0005216, molecular_function, ion channel activity | GO:0006974, biological_process, cellular response to DNA damage stimulus | GO:0071361, biological_process, cellular response to ethanol | GO:0034605, biological_process, cellular response to heat | GO:0070301, biological_process, cellular response to hydrogen peroxide | GO:0071470, biological_process, cellular response to osmotic stress | GO:0032780, biological_process, negative regulation of ATPase activity | 	.	-
TRINITY_DN198_c0_g1_i1	308	2	1	1	5	8	9	2880.84	1397.88	1661.71	8348.83	13618.25	20058.71	-1.36273623825242	-3.05914267014512	-3.23861267588213	-2.60872629966059	0.521739130434783	0.0577711144427786	0.0399704909450037	-	-	-	-	-	-	-	-	-	-	-	COX7_YEAST	77.966	59	13	0	36	212	1	59	1.49e-13	62.8	-	-	-	-	-	-	-
TRINITY_DN199_c0_g1_i1	193	0	2	3	0	0	0	0	7940.07	13746.9	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN199_c0_g2_i1	158	2	3	1	2	1	0	17546.63	24228.33	9042.08	17787.26	8594.46	0	-0.0909811256330088	1.27003678244265	-	0.97058629525942	1	0.658385093167702	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN20_c0_g1_i1	153	0	0	0	1	0	0	0	0	0	10177.39	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN200_c0_g1_i1	416	53	42	42	11	10	9	46951.56	36371.67	43500.42	11482.51	10686.49	11861.02	2.15957704423967	1.83786795981906	1.97554372838464	2.24516154741917	0.00824267821394809	0.0323867627071913	0.0228861056721715	RS24B_YEAST	95.902	122	5	0	1	122	1	122	2.2e-82	240	RS24B_YEAST	95.902	122	5	0	367	2	1	122	1.14e-70	211	.	.	.	.	GO:0022627, cellular_component, cytosolic small ribosomal subunit | GO:0003735, molecular_function, structural constituent of ribosome | GO:0002181, biological_process, cytoplasmic translation | GO:0000462, biological_process, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) | 	KO:K02974.	-
TRINITY_DN203_c0_g1_i1	200	1	2	1	4	7	1	3772.5	7162.25	4150.24	16466.8	28796.51	6445.38	-1.96431117524828	-1.95760740377441	-0.207323268348693	-1.82060000739328	0.43064182194617	0.266666666666667	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN204_c0_g1_i1	304	3	4	0	2	2	2	4423.65	5721.58	0	3415.26	3480.86	4573.07	0.464504275442185	0.746179392516346	-	0.0545612470697729	1	0.726708074534161	-	PSB1_YEAST	82.178	101	18	0	1	101	31	131	4.53e-57	177	PSB1_YEAST	82.178	101	18	0	1	303	31	131	5.04e-57	177	.	.	.	.	GO:0005789, cellular_component, endoplasmic reticulum membrane | GO:0005634, cellular_component, nucleus | GO:0019774, cellular_component, proteasome core complex, beta-subunit complex | GO:0034515, cellular_component, proteasome storage granule | GO:0005774, cellular_component, vacuolar membrane | GO:0004175, molecular_function, endopeptidase activity | GO:0004298, molecular_function, threonine-type endopeptidase activity | GO:0010499, biological_process, proteasomal ubiquitin-independent protein catabolic process | GO:0043161, biological_process, proteasome-mediated ubiquitin-dependent protein catabolic process | GO:0010363, biological_process, regulation of plant-type hypersensitive response | GO:0009651, biological_process, response to salt stress | GO:0010043, biological_process, response to zinc ion | 	KO:K02738.	3.4.25,3.4,3
TRINITY_DN205_c0_g1_i1	213	4	1	9	0	1	0	12680.86	3022.91	31727.57	0	3522.48	0	-	-0.19611189703608	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	RL8B_YEAST	86.047	43	6	0	212	84	198	240	7.95e-21	85.1	-	-	-	-	-	-	-
TRINITY_DN205_c0_g2_i1	624	32	26	14	1	2	3	16274.79	12992.87	8399.41	606.08	1244.14	2206.78	4.74460062812831	3.40633930036086	1.94883666664204	3.56111107531294	0.000127311843100785	0.00222797953938056	0.0834969611968208	RL8B_YEAST	91.584	202	17	0	6	207	1	202	1.41e-136	385	RL8B_YEAST	92.655	177	13	0	93	623	26	202	1.6e-120	345	-	-	-	-	-	-	-
TRINITY_DN207_c0_g1_i1	223	2	3	2	0	0	0	5639.65	8089.83	6313.09	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	EF3_CANGA	100	70	0	0	2	211	937	1006	1.24e-32	121	.	.	.	COG0488: (ABC) transporter	GO:0010494, cellular_component, cytoplasmic stress granule | GO:0022626, cellular_component, cytosolic ribosome | GO:0042788, cellular_component, polysomal ribosome | GO:0005524, molecular_function, ATP binding | GO:0016887, molecular_function, ATPase activity | GO:0003746, molecular_function, translation elongation factor activity | GO:0006469, biological_process, negative regulation of protein kinase activity | GO:0006415, biological_process, translational termination | 	KO:K03235.	3.6.1,3,3.6,3.6.1,3.6.1.3,3.6.1.15
TRINITY_DN208_c0_g1_i1	263	0	3	2	1	2	6	0	5633.37	4439.73	2223.5	4515.54	18615.97	-	0.346705974348714	-1.75121998171686	-0.501287107913628	-	1	0.372946859903382	-	-	-	-	-	-	-	-	-	-	-	MPG12_CANGA	100	87	0	0	3	263	9	95	1.38e-55	178	.	.	.	COG1208: nucleotidyl transferase	GO:0005737, cellular_component, cytoplasm | GO:0005525, molecular_function, GTP binding | GO:0004475, molecular_function, mannose-1-phosphate guanylyltransferase activity | GO:0007049, biological_process, cell cycle | GO:0009298, biological_process, GDP-mannose biosynthetic process | 	KO:K00966.	2.7.7.13,2.7.7,2,2.7,2.7.7
TRINITY_DN209_c0_g1_i1	309	0	1	0	13	14	14	0	1389.98	0	21587.3	23702.06	31006.1	-	-3.85767381304566	-	-	-	0.00744742835955295	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN21_c0_g1_i1	214	2	0	0	2	3	4	6263.02	0	0	6933.75	10451.21	21002.34	-0.0909811256330088	-	-	-1.4203429124254	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN21_c0_g2_i1	346	2	1	7	27	16	27	2361.17	1149.53	9593.04	37232.65	22537.94	48452.48	-3.76769168585593	-4.04884299996092	-2.15926166164429	-2.83087080664488	0.000921321428740086	0.00406643732561418	0.0168100689128942	-	-	-	-	-	-	-	-	-	-	-	COX12_YEAST	80.769	78	15	0	279	46	6	83	3.61e-47	149	-	-	-	-	-	-	-
TRINITY_DN211_c0_g1_i1	157	0	1	0	1	0	0	0	8298.27	0	9126.59	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	QCR1_YEAST	48	50	24	1	6	155	198	245	7.62e-08	49.3	.	.	.	.	GO:0005750, cellular_component, mitochondrial respiratory chain complex III | GO:0005739, cellular_component, mitochondrion | GO:0004222, molecular_function, metalloendopeptidase activity | GO:0008270, molecular_function, zinc ion binding | GO:0009060, biological_process, aerobic respiration | GO:1902600, biological_process, hydrogen ion transmembrane transport | GO:0006122, biological_process, mitochondrial electron transport, ubiquinol to cytochrome c | GO:0016485, biological_process, protein processing | 	KO:K00414.	3.4.24,3.4,3
